OPERATOR NAME,SITE ADDRESS,SITE POSTCODE,LAT,LONG,EA AREA NAME,ROUTE NAME,SUBSTANCE NAME,REPORTING THRESHOLD,QUANTITY RELEASED,REGULATED INDUSTRY SECTOR,REGULATED INDUSTRY SUB - SECTOR,YEAR
Suez Recycling And Recovery Uk Ltd,Severnside Energy Recovery Centre Severside Energy Recovery Centre Severn Road Hallen Avon,BS10 7SP,51.528966078,-2.65340415699,Wessex,Air,Chlorine and inorganic chlorine compounds - as HCl,10000,,EfW,EfW,2017
Rolls-Royce Power Develoments Ltd,Bristol Ocgt Power Station Rolls-Royce Mael Works Bristol,BS12 7QE,51.5265505391,-2.56457289321,Wessex,Air,Nitrogen oxides (NO and NO2) as NO2,100000,,Combustion,Power,2017
Rolls-Royce Power Develoments Ltd,Bristol Ocgt Power Station Rolls-Royce Mael Works Bristol,BS12 7QE,51.5265505391,-2.56457289321,Wessex,Air,Particulate matter - total,10000,,Combustion,Power,2017
Cory Environmental (Gloucestershire) Limited,Shortwood Quarry Landfill Site Shortwood Pucklechurch Bristol,BS16 9NN,51.4878795664,-2.46356361502,Wessex,Air,Methane,10000,334000,Landfill,Non Hazardous Landfill,2017
Cory Environmental (Gloucestershire) Limited,Shortwood Quarry Landfill Site Shortwood Pucklechurch Bristol,BS16 9NN,51.4878795664,-2.46356361502,Wessex,Wastewater,Lead,20,,Landfill,Non Hazardous Landfill,2017
Wessex Water,WESTON SUPER MARE STW,BS24 0AP,51.3070251519,-2.9898184084,Wessex,Controlled Waters,"Brominated diphenylethers - penta-, octa- and deca- BDE",0,,Water Industry,Water Industry,2017
Wessex Water,WESTON SUPER MARE STW,BS24 0AP,51.3070251519,-2.9898184084,Wessex,Controlled Waters,Anthracene,0,0.46,Water Industry,Water Industry,2017
Wessex Water,WESTON SUPER MARE STW,BS24 0AP,51.3070251519,-2.9898184084,Wessex,Controlled Waters,"Benzo(g,h,i)perylene",0,0.15,Water Industry,Water Industry,2017
Wessex Water,WESTON SUPER MARE STW,BS24 0AP,51.3070251519,-2.9898184084,Wessex,Controlled Waters,Benzo(a)pyrene,1,,Water Industry,Water Industry,2017
Wessex Water,WESTON SUPER MARE STW,BS24 0AP,51.3070251519,-2.9898184084,Wessex,Controlled Waters,Mercury,0,0.31,Water Industry,Water Industry,2017
Wessex Water,WESTON SUPER MARE STW,BS24 0AP,51.3070251519,-2.9898184084,Wessex,Controlled Waters,Halogenated organic compounds - as AOX,1000,1290,Water Industry,Water Industry,2017
Wessex Water,WESTON SUPER MARE STW,BS24 0AP,51.3070251519,-2.9898184084,Wessex,Controlled Waters,Arsenic,5,,Water Industry,Water Industry,2017
Wessex Water,WESTON SUPER MARE STW,BS24 0AP,51.3070251519,-2.9898184084,Wessex,Controlled Waters,Copper,20,30.2,Water Industry,Water Industry,2017
Wessex Water,WESTON SUPER MARE STW,BS24 0AP,51.3070251519,-2.9898184084,Wessex,Air,Ammonia,1000,,Water Industry,Water Industry,2017
Andersons Waste Treatment Centre Limited,Site 6 Hydro Estate St. Andrews Road Avonmouth Avon,BS11 9HS,51.5080483334,-2.694602846,Wessex,Air,Carbon dioxide,10000000,,Waste Treatment,Non Hazardous,2017
Suez Recycling And Recovery Uk Ltd,Avonmouth Cynar Facility Avonmouth Resource Park Merebank Road Kings Weston Lane BRISTOL,BS11 9FG,51.5151120023,-2.68606383925,Wessex,Air,Carbon monoxide,100000,,EfW,EfW,2017
Suez Recycling And Recovery Uk Ltd,Avonmouth Cynar Facility Avonmouth Resource Park Merebank Road Kings Weston Lane BRISTOL,BS11 9FG,51.5151120023,-2.68606383925,Wessex,Wastewater,Nickel,20,,EfW,EfW,2017
Srcl Limited,Avonmouth Clinical Waste Incinerator Holesmouth Road Avonmouth Avon,BS11 9BP,51.5217321264,-2.6917847822,Wessex,Air,Chromium,10,,EfW,EfW,2017
Srcl Limited,Avonmouth Clinical Waste Incinerator Holesmouth Road Avonmouth Avon,BS11 9BP,51.5217321264,-2.6917847822,Wessex,Air,Sulphur oxides (SO2 and SO3) as SO2,100000,,EfW,EfW,2017
Wessex Water,BATH (SALTFORD) STW,BS31 3ER,51.4173528259,-2.44861261931,Wessex,Controlled Waters,Fluoranthene,0,0.1,Water Industry,Water Industry,2017
Wessex Water,BATH (SALTFORD) STW,BS31 3ER,51.4173528259,-2.44861261931,Wessex,Controlled Waters,Nonylphenols and nonylphenol ethoxylates,1,32.6,Water Industry,Water Industry,2017
Wessex Water,BATH (SALTFORD) STW,BS31 3ER,51.4173528259,-2.44861261931,Wessex,Controlled Waters,Tributyltin and compounds - as TBT,0,0.00883,Water Industry,Water Industry,2017
Wessex Water,BATH (SALTFORD) STW,BS31 3ER,51.4173528259,-2.44861261931,Wessex,Controlled Waters,Di(2-ethylhexyl)phthalate (DEHP),0,23.6,Water Industry,Water Industry,2017
Wessex Water,BATH (SALTFORD) STW,BS31 3ER,51.4173528259,-2.44861261931,Wessex,Controlled Waters,Diuron,0,1.52,Water Industry,Water Industry,2017
Wessex Water,BATH (SALTFORD) STW,BS31 3ER,51.4173528259,-2.44861261931,Wessex,Controlled Waters,Phenols - total as C,20,,Water Industry,Water Industry,2017
Wessex Water,BATH (SALTFORD) STW,BS31 3ER,51.4173528259,-2.44861261931,Wessex,Controlled Waters,"Brominated diphenylethers - penta-, octa- and deca- BDE",0,,Water Industry,Water Industry,2017
Packcare Limited,Avonmouth Drum Incinerator Plant Avonmouth Way West Avonmouth,BS11 9HD,51.5038269949,-2.69381805949,Wessex,Air,Chromium,10,,EfW,EfW,2017
Packcare Limited,Avonmouth Drum Incinerator Plant Avonmouth Way West Avonmouth,BS11 9HD,51.5038269949,-2.69381805949,Wessex,Air,Copper,10,,EfW,EfW,2017
Packcare Limited,Avonmouth Drum Incinerator Plant Avonmouth Way West Avonmouth,BS11 9HD,51.5038269949,-2.69381805949,Wessex,Air,Non-methane volatile organic compounds (NMVOCs),10000,,EfW,EfW,2017
P D Hook (Rearing),Jobes Green Farm Shepperdine Bristol Avon,BS35 1DL,51.6518243293,-2.56049062093,Wessex,Air,Ammonia,1000,3613,Agriculture,Intensive Farming,2017
GKN AEROSPACE SERVICES LTD,PO Box 500 Golf Course Lane Filton,BS34 9AU,51.5095570245,-2.58280638056,Wessex,Wastewater,Zinc,100,,Metals,Surface treatment,2017
GKN AEROSPACE SERVICES LTD,PO Box 500 Golf Course Lane Filton,BS34 9AU,51.5095570245,-2.58280638056,Wessex,Wastewater,Total organic carbon (TOC),50000,,Metals,Surface treatment,2017
Etex Building Performance Limited,Etex Building Performance Limited Redland Avenue Easton-in-Gordano Bristol,BS20 0FB,51.48960805,-2.71088511099,Wessex,Controlled Waters,Total organic carbon (TOC),50000,,Cement and Minerals,Minerals,2017
Tulip Ltd,Tulip Fresh Meats Ltd Oakley Green Westerleigh Avon,BS37 8QZ,51.5075494581,-2.44604001153,Wessex,Wastewater,Total organic carbon (TOC),50000,114000,Food & Drink,Food & Drink,2017
Praxair Surface Technologies Limited,Praxair Surface Technologies Oldmixon Crescent Oldmixon Industrial Estate Weston-super-Mare,BS24 9AX,51.3277765366,-2.95983710274,Wessex,Air,Ammonia,1000,,Metals,Surface treatment,2017
Praxair Surface Technologies Limited,Praxair Surface Technologies Oldmixon Crescent Oldmixon Industrial Estate Weston-super-Mare,BS24 9AX,51.3277765366,-2.95983710274,Wessex,Air,Carbon monoxide,100000,,Metals,Surface treatment,2017
Praxair Surface Technologies Limited,Praxair Surface Technologies Oldmixon Crescent Oldmixon Industrial Estate Weston-super-Mare,BS24 9AX,51.3277765366,-2.95983710274,Wessex,Air,Nitrous oxide,10000,,Metals,Surface treatment,2017
Praxair Surface Technologies Limited,Praxair Surface Technologies Oldmixon Crescent Oldmixon Industrial Estate Weston-super-Mare,BS24 9AX,51.3277765366,-2.95983710274,Wessex,Wastewater,Chromium,20,,Metals,Surface treatment,2017
Praxair Surface Technologies Limited,Praxair Surface Technologies Oldmixon Crescent Oldmixon Industrial Estate Weston-super-Mare,BS24 9AX,51.3277765366,-2.95983710274,Wessex,Wastewater,Nickel,20,,Metals,Surface treatment,2017
Lukins and Son,Townsend Farm Prowses Lane Townsend Somerset,BS26 2AJ,51.2884224665,-2.82608209035,Wessex,Air,Particulate matter - PM10,1000,3400,Agriculture,Intensive Farming,2017
Wessex Water,BRISTOL (AVONMOUTH) STW,BS11 9AA,51.5115793978,-2.67505868199,Wessex,Controlled Waters,"Brominated diphenylethers - penta-, octa- and deca- BDE",0,0.14,Water Industry,Water Industry,2016
Suez Recycling And Recovery Uk Ltd,Severnside Energy Recovery Centre Severside Energy Recovery Centre Severn Road Hallen Avon,BS10 7SP,51.528966078,-2.65340415699,Wessex,Air,Mercury,1,1.03,Combustion,EfW,2016
Wessex Water,WESTON SUPER MARE STW,BS24 0AP,51.3070251519,-2.9898184084,Wessex,Controlled Waters,Cadmium,1,1.32,Water Industry,Water Industry,2016
Wessex Water,BRISTOL (AVONMOUTH) STW,BS11 9AA,51.5115793978,-2.67505868199,Wessex,Controlled Waters,Mercury,0,2.12,Water Industry,Water Industry,2016
Wessex Water,BATH (SALTFORD) STW,BS31 3ER,51.4173528259,-2.44861261931,Wessex,Controlled Waters,Arsenic,5,5.14,Water Industry,Water Industry,2016
Wessex Water,BRISTOL (AVONMOUTH) STW,BS11 9AA,51.5115793978,-2.67505868199,Wessex,Controlled Waters,Diuron,0,7.41,Water Industry,Water Industry,2016
Wessex Water,WESTON SUPER MARE STW,BS24 0AP,51.3070251519,-2.9898184084,Wessex,Controlled Waters,Naphthalene,1,12.4,Water Industry,Water Industry,2016
Wessex Water,BATH (SALTFORD) STW,BS31 3ER,51.4173528259,-2.44861261931,Wessex,Controlled Waters,Naphthalene,1,13.6,Water Industry,Water Industry,2016
Augean Treatment Ltd,Augean Waste Treatment Plant Smoke Lane Avonmouth Avon,BS11 0YA,51.522484406,-2.68617491996,Wessex,Wastewater,Phenols - total as C,20,42,Waste treatment,Hazardous,2016
Suez Recycling And Recovery Uk Ltd,Avonmouth Resource Park Merebank Road Kings Weston Lane Avonmouth Avon,BS11 9FG,51.5151120023,-2.68606383925,Wessex,Air,Nitrogen oxides (NO and NO2) as NO2,100000,42,Combustion,EfW,2016
Wessex Water,BATH (SALTFORD) STW,BS31 3ER,51.4173528259,-2.44861261931,Wessex,Controlled Waters,Nickel,20,45.4,Water Industry,Water Industry,2016
Wessex Water,BRISTOL (AVONMOUTH) STW,BS11 9AA,51.5115793978,-2.67505868199,Wessex,Controlled Waters,Naphthalene,1,86.1,Water Industry,Water Industry,2016
Avara Avlon Pharma Services Ltd,Avlon Works Severn Road Hallen Avon,BS10 7ZE,51.5462116679,-2.65668072825,Wessex,Air,Hydrofluorocarbons (HFCs),100,192,Chemicals,Chemicals,2016
P D Hook (Rearing),Jobes Green Farm Shepperdine Bristol Avon,BS35 1DL,51.6518243293,-2.56049062093,Wessex,Air,Ammonia,1000,3704,Agriculture,Intensive Farming,2016
Wessex Water,BRISTOL (AVONMOUTH) STW,BS11 9AA,51.5115793978,-2.67505868199,Wessex,Controlled Waters,Zinc,100,3900,Water Industry,Water Industry,2016
Avonmouth Bio Power Energy Limited,"Avonmouth Energy Facility,Former Britannia Zinc Works Kings Weston Lane Avonmouth Avon",BS11 8AZ,51.5105921253,-2.69017461962,Wessex,Air,Sulphur oxides (SO2 and SO3) as SO2,100000,4622.6,Combustion,EfW,2016
Wessex Water,BRISTOL (AVONMOUTH) STW,BS11 9AA,51.5115793978,-2.67505868199,Wessex,Controlled Waters,Halogenated organic compounds - as AOX,1000,8730,Water Industry,Water Industry,2016
Alvis Bros Ltd,Lyehole Piggery Lyehole Lane Redhill Avon,BS40 5RJ,51.3539146804,-2.7265902055,Wessex,Air,Methane,10000,17366.63,Agriculture,Intensive Farming,2016
Wessex Water,BRISTOL (AVONMOUTH) STW,BS11 9AA,51.5115793978,-2.67505868199,Wessex,Controlled Waters,Fluorides - as F,2000,18400,Water Industry,Water Industry,2016
Avonmouth Bio Power Energy Limited,"Avonmouth Energy Facility,Former Britannia Zinc Works Kings Weston Lane Avonmouth Avon",BS11 8AZ,51.5105921253,-2.69017461962,Wessex,Air,Nitrogen oxides (NO and NO2) as NO2,100000,23582.18,Combustion,EfW,2016
Wessex Water,BATH (SALTFORD) STW,BS31 3ER,51.4173528259,-2.44861261931,Wessex,Controlled Waters,Total organic carbon (TOC),50000,178000,Water Industry,Water Industry,2016
Wessex Water,WESTON SUPER MARE STW,BS24 0AP,51.3070251519,-2.9898184084,Wessex,Controlled Waters,Nitrogen - as total N,50000,243000,Water Industry,Water Industry,2016
SEABANK POWER LTD,Seabank Power Station Severn Road Hallen Bristol,BS10 7SP,51.528966078,-2.65340415699,Wessex,Air,Nitrogen oxides (NO and NO2) as NO2,100000,843600,Combustion,Power,2016
MAGNOX LIMITED,Magnox Electric Plc Oldbury Power Station Oldbury Naite Oldbury-on-Severn Avon,BS35 1RQ,51.6468354107,-2.56953463285,Wessex,Air,"Ethylene dichloride (1,2-Dichloroethane)",1000,,Landfill,Non Hazardous Landfill,2016
MAGNOX LIMITED,Magnox Electric Plc Oldbury Power Station Oldbury Naite Oldbury-on-Severn Avon,BS35 1RQ,51.6468354107,-2.56953463285,Wessex,Controlled Waters,Zinc,100,,Landfill,Non Hazardous Landfill,2016
MAGNOX LIMITED,Magnox Electric Plc Oldbury Power Station Oldbury Naite Oldbury-on-Severn Avon,BS35 1RQ,51.6468354107,-2.56953463285,Wessex,Air,Carbon dioxide,10000000,,Landfill,Non Hazardous Landfill,2016
Rolls-Royce Power Develoments Ltd,Bristol Ocgt Power Station Rolls-Royce Mael Works Bristol,BS12 7QE,51.5265505391,-2.56457289321,Wessex,Air,Carbon dioxide,10000000,,Combustion,Power,2016
Cory Environmental (Gloucestershire) Limited,Shortwood Quarry Landfill Site Shortwood Pucklechurch Bristol,BS16 9NN,51.4878795664,-2.46356361502,Wessex,Wastewater,Chromium,20,,Landfill,Non Hazardous Landfill,2016
Cory Environmental (Gloucestershire) Limited,Shortwood Quarry Landfill Site Shortwood Pucklechurch Bristol,BS16 9NN,51.4878795664,-2.46356361502,Wessex,Wastewater,Copper,20,,Landfill,Non Hazardous Landfill,2016
Avonmouth Bio Power Energy Limited,"Avonmouth Energy Facility,Former Britannia Zinc Works Kings Weston Lane Avonmouth Avon",BS11 8AZ,51.5105921253,-2.69017461962,Wessex,Wastewater,Arsenic,5,,Combustion,EfW,2016
Suez Recycling And Recovery Uk Ltd,Severnside Energy Recovery Centre Severside Energy Recovery Centre Severn Road Hallen Avon,BS10 7SP,51.528966078,-2.65340415699,Wessex,Air,Sulphur oxides (SO2 and SO3) as SO2,100000,,Combustion,EfW,2016
Viridor Waste Exeter Limited,Yanley Landfill Bridgewater Road Bristol,BS13 8AF,51.4236497729,-2.64140004536,Wessex,Air,Sulphur oxides (SO2 and SO3) as SO2,100000,,Landfill,Non Hazardous Landfill,2016
Viridor Waste Exeter Limited,Yanley Landfill Bridgewater Road Bristol,BS13 8AF,51.4236497729,-2.64140004536,Wessex,Air,Trichloroethylene,1000,,Landfill,Non Hazardous Landfill,2016
Viridor Waste Exeter Limited,Yanley Landfill Bridgewater Road Bristol,BS13 8AF,51.4236497729,-2.64140004536,Wessex,Air,Vinyl chloride,1000,,Landfill,Non Hazardous Landfill,2016
Viridor Waste Exeter Limited,Yanley Landfill Bridgewater Road Bristol,BS13 8AF,51.4236497729,-2.64140004536,Wessex,Wastewater,Chromium,20,,Landfill,Non Hazardous Landfill,2016
Viridor Waste Exeter Limited,Yanley Landfill Bridgewater Road Bristol,BS13 8AF,51.4236497729,-2.64140004536,Wessex,Air,Chloroform (Trichloromethane),100,,Landfill,Non Hazardous Landfill,2016
Wessex Water,BRISTOL (AVONMOUTH) STW,BS11 9AA,51.5115793978,-2.67505868199,Wessex,Air,Carbon tetrachloride (Tetrachloromethane),10,,Water Industry,Water Industry,2016
Wessex Water,BRISTOL (AVONMOUTH) STW,BS11 9AA,51.5115793978,-2.67505868199,Wessex,Air,Dichloromethane (DCM) (Methylene chloride),1000,,Water Industry,Water Industry,2016
Viridor Waste Exeter Limited,Yanley Landfill Bridgewater Road Bristol,BS13 8AF,51.4236497729,-2.64140004536,Wessex,Wastewater,Arsenic,5,,Landfill,Non Hazardous Landfill,2017
Viridor Waste Exeter Limited,Yanley Landfill Bridgewater Road Bristol,BS13 8AF,51.4236497729,-2.64140004536,Wessex,Wastewater,Benzene,10,,Landfill,Non Hazardous Landfill,2017
Viridor Waste Exeter Limited,Yanley Landfill Bridgewater Road Bristol,BS13 8AF,51.4236497729,-2.64140004536,Wessex,Wastewater,"Ethylene dichloride (1,2-Dichloroethane)",10,,Landfill,Non Hazardous Landfill,2017
Viridor Waste Exeter Limited,Yanley Landfill Bridgewater Road Bristol,BS13 8AF,51.4236497729,-2.64140004536,Wessex,Air,"Butadiene (1,3-Butadiene)",100,,Landfill,Non Hazardous Landfill,2017
Wessex Water,BRISTOL (AVONMOUTH) STW,BS11 9AA,51.5115793978,-2.67505868199,Wessex,Controlled Waters,"Brominated diphenylethers - penta-, octa- and deca- BDE",0,0.13,Water Industry,Water Industry,2017
Wessex Water,BRISTOL (AVONMOUTH) STW,BS11 9AA,51.5115793978,-2.67505868199,Wessex,Air,Chloroform (Trichloromethane),100,,Water Industry,Water Industry,2017
Wessex Water,BRISTOL (AVONMOUTH) STW,BS11 9AA,51.5115793978,-2.67505868199,Wessex,Controlled Waters,Zinc,100,3170,Water Industry,Water Industry,2017
Wessex Water,BRISTOL (AVONMOUTH) STW,BS11 9AA,51.5115793978,-2.67505868199,Wessex,Controlled Waters,Phenols - total as C,20,26.8,Water Industry,Water Industry,2017
Wessex Water,BRISTOL (AVONMOUTH) STW,BS11 9AA,51.5115793978,-2.67505868199,Wessex,Controlled Waters,Total organic carbon (TOC),50000,1650000,Water Industry,Water Industry,2017
Wessex Water,BRISTOL (AVONMOUTH) STW,BS11 9AA,51.5115793978,-2.67505868199,Wessex,Controlled Waters,Arsenic,5,30.2,Water Industry,Water Industry,2017
Wessex Water,BRISTOL (AVONMOUTH) STW,BS11 9AA,51.5115793978,-2.67505868199,Wessex,Air,Ammonia,1000,2500,Water Industry,Water Industry,2017
SEABANK POWER LTD,Seabank Power Station Severn Road Hallen Bristol,BS10 7SP,51.528966078,-2.65340415699,Wessex,Air,Carbon monoxide,100000,1103100,Combustion,Power,2017
SEABANK POWER LTD,Seabank Power Station Severn Road Hallen Bristol,BS10 7SP,51.528966078,-2.65340415699,Wessex,Air,Sulphur hexafluoride,10,,Combustion,Power,2017
SEABANK POWER LTD,Seabank Power Station Severn Road Hallen Bristol,BS10 7SP,51.528966078,-2.65340415699,Wessex,Air,Carbon dioxide,10000000,2021730000,Combustion,Power,2017
Phillips; Phillips,Mudgley Lodge Farm Mudgley Road Rooksbridge Axbridge Somerset,BS26 2TL,51.259513636,-2.91656876967,Wessex,Air,Nitrogen oxides (NO and NO2) as NO2,100000,,Agriculture,Intensive Farming,2017
Augean Treatment Ltd,Augean Waste Treatment Plant Smoke Lane Avonmouth Avon,BS11 0YA,51.522484406,-2.68617491996,Wessex,Wastewater,Copper,20,,Waste Treatment,Hazardous,2017
P.D. Hook (Breeders) Limited,Power Station Farm Near Shepperdine Road Oldbury On Severn Avon,BS35 1RQ,51.6407776969,-2.55775319364,Wessex,Air,Ammonia,1000,16857,Agriculture,Intensive Farming,2017
Suez Recycling And Recovery Uk Ltd,Severnside Energy Recovery Centre Severside Energy Recovery Centre Severn Road Hallen Avon,BS10 7SP,51.528966078,-2.65340415699,Wessex,Air,Dioxins and furans (PCDDs/PCDFs) - as WHO TEQ,0,,EfW,EfW,2017
Rolls-Royce Power Develoments Ltd,Bristol Ocgt Power Station Rolls-Royce Mael Works Bristol,BS12 7QE,51.5265505391,-2.56457289321,Wessex,Air,Nitrous oxide,10000,,Combustion,Power,2017
Wessex Water,WESTON SUPER MARE STW,BS24 0AP,51.3070251519,-2.9898184084,Wessex,Controlled Waters,Naphthalene,1,12.7,Water Industry,Water Industry,2017
Wessex Water,WESTON SUPER MARE STW,BS24 0AP,51.3070251519,-2.9898184084,Wessex,Controlled Waters,Nickel,20,110,Water Industry,Water Industry,2017
Wessex Water,WESTON SUPER MARE STW,BS24 0AP,51.3070251519,-2.9898184084,Wessex,Controlled Waters,Zinc,100,295,Water Industry,Water Industry,2017
Wessex Water,WESTON SUPER MARE STW,BS24 0AP,51.3070251519,-2.9898184084,Wessex,Controlled Waters,Di(2-ethylhexyl)phthalate (DEHP),0,22.1,Water Industry,Water Industry,2017
Wessex Water,WESTON SUPER MARE STW,BS24 0AP,51.3070251519,-2.9898184084,Wessex,Controlled Waters,Nitrogen - as total N,50000,250000,Water Industry,Water Industry,2017
Wessex Water,WESTON SUPER MARE STW,BS24 0AP,51.3070251519,-2.9898184084,Wessex,Controlled Waters,Total organic carbon (TOC),50000,132000,Water Industry,Water Industry,2017
Suez Recycling And Recovery Uk Ltd,Avonmouth Cynar Facility Avonmouth Resource Park Merebank Road Kings Weston Lane BRISTOL,BS11 9FG,51.5151120023,-2.68606383925,Wessex,Air,Nitrogen oxides (NO and NO2) as NO2,100000,,EfW,EfW,2017
Suez Recycling And Recovery Uk Ltd,Avonmouth Cynar Facility Avonmouth Resource Park Merebank Road Kings Weston Lane BRISTOL,BS11 9FG,51.5151120023,-2.68606383925,Wessex,Air,Anthracene,10,,EfW,EfW,2017
Suez Recycling And Recovery Uk Ltd,Avonmouth Cynar Facility Avonmouth Resource Park Merebank Road Kings Weston Lane BRISTOL,BS11 9FG,51.5151120023,-2.68606383925,Wessex,Air,Chlorine and inorganic chlorine compounds - as HCl,10000,,EfW,EfW,2017
Suez Recycling And Recovery Uk Ltd,Avonmouth Cynar Facility Avonmouth Resource Park Merebank Road Kings Weston Lane BRISTOL,BS11 9FG,51.5151120023,-2.68606383925,Wessex,Air,Non-methane volatile organic compounds (NMVOCs),10000,,EfW,EfW,2017
CLEANSING SERVICE GROUP LTD,Csg Bristol Treatment Plant Pennywell Road Bristol Avon,BS5 0TQ,51.4617497824,-2.57715858129,Wessex,Wastewater,Cadmium,1,,Waste Treatment,Hazardous,2017
CLEANSING SERVICE GROUP LTD,Csg Bristol Treatment Plant Pennywell Road Bristol Avon,BS5 0TQ,51.4617497824,-2.57715858129,Wessex,Air,Non-methane volatile organic compounds (NMVOCs),10000,,Waste Treatment,Hazardous,2017
CLEANSING SERVICE GROUP LTD,Csg Bristol Treatment Plant Pennywell Road Bristol Avon,BS5 0TQ,51.4617497824,-2.57715858129,Wessex,Wastewater,Nickel,20,,Waste Treatment,Hazardous,2017
Accolade Wines Limited,Accolade Park Kings Weston Lane Avonmouth Avon,BS11 9FG,51.5172545561,-2.68869025175,Wessex,Air,Nitrogen oxides (NO and NO2) as NO2,100000,,Food & Drink,Food & Drink,2017
Srcl Limited,Avonmouth Clinical Waste Incinerator Holesmouth Road Avonmouth Avon,BS11 9BP,51.5217321264,-2.6917847822,Wessex,Air,Carbon monoxide,100000,,EfW,EfW,2017
Srcl Limited,Avonmouth Clinical Waste Incinerator Holesmouth Road Avonmouth Avon,BS11 9BP,51.5217321264,-2.6917847822,Wessex,Air,Mercury,1,,EfW,EfW,2017
Srcl Limited,Avonmouth Clinical Waste Incinerator Holesmouth Road Avonmouth Avon,BS11 9BP,51.5217321264,-2.6917847822,Wessex,Air,Nickel,10,,EfW,EfW,2017
Srcl Limited,Avonmouth Clinical Waste Incinerator Holesmouth Road Avonmouth Avon,BS11 9BP,51.5217321264,-2.6917847822,Wessex,Air,Zinc,100,,EfW,EfW,2017
New Earth Solutions (West) Limited,Avonmouth MBT Kings Weston Lane Avonmouth Bristol Avon,BS11 9FG,51.5105921253,-2.69017461962,Wessex,Air,Carbon dioxide,10000000,,Biowaste,Biowaste Treatment,2017
Wessex Water,BATH (SALTFORD) STW,BS31 3ER,51.4173528259,-2.44861261931,Wessex,Controlled Waters,Benzo(k)fluoranthene,1,,Water Industry,Water Industry,2017
Wessex Water,BATH (SALTFORD) STW,BS31 3ER,51.4173528259,-2.44861261931,Wessex,Controlled Waters,Naphthalene,1,13.6,Water Industry,Water Industry,2017
Packcare Limited,Avonmouth Drum Incinerator Plant Avonmouth Way West Avonmouth,BS11 9HD,51.5038269949,-2.69381805949,Wessex,Air,Lead,100,,EfW,EfW,2017
Packcare Limited,Avonmouth Drum Incinerator Plant Avonmouth Way West Avonmouth,BS11 9HD,51.5038269949,-2.69381805949,Wessex,Air,Dioxins and furans (PCDDs/PCDFs) - as WHO TEQ,0,,EfW,EfW,2017
Packcare Limited,Avonmouth Drum Incinerator Plant Avonmouth Way West Avonmouth,BS11 9HD,51.5038269949,-2.69381805949,Wessex,Air,Sulphur oxides (SO2 and SO3) as SO2,100000,,EfW,EfW,2017
St Modwen Properties I S. a. r. l,KINGSWESTON LANE AVONMOUTH BRISTOL,BS11 8HT,51.508827803,-2.68438421536,Wessex,Wastewater,Lead,20,,Landfill,Non Hazardous Landfill,2017
St Modwen Properties I S. a. r. l,KINGSWESTON LANE AVONMOUTH BRISTOL,BS11 8HT,51.508827803,-2.68438421536,Wessex,Wastewater,Nickel,20,,Landfill,Non Hazardous Landfill,2017
GKN AEROSPACE SERVICES LTD,PO Box 500 Golf Course Lane Filton,BS34 9AU,51.5095570245,-2.58280638056,Wessex,Wastewater,Cadmium,1,,Metals,Surface treatment,2017
GKN AEROSPACE SERVICES LTD,PO Box 500 Golf Course Lane Filton,BS34 9AU,51.5095570245,-2.58280638056,Wessex,Wastewater,Chromium,20,,Metals,Surface treatment,2017
Etex Building Performance Limited,Etex Building Performance Limited Redland Avenue Easton-in-Gordano Bristol,BS20 0FB,51.48960805,-2.71088511099,Wessex,Air,Hydrofluorocarbons (HFCs),100,,Cement and Minerals,Minerals,2017
Etex Building Performance Limited,Etex Building Performance Limited Redland Avenue Easton-in-Gordano Bristol,BS20 0FB,51.48960805,-2.71088511099,Wessex,Wastewater,Total organic carbon (TOC),50000,,Cement and Minerals,Minerals,2017
Praxair Surface Technologies Limited,Praxair Surface Technologies Oldmixon Crescent Oldmixon Industrial Estate Weston-super-Mare,BS24 9AX,51.3277765366,-2.95983710274,Wessex,Air,Chromium,10,,Metals,Surface treatment,2017
Praxair Surface Technologies Limited,Praxair Surface Technologies Oldmixon Crescent Oldmixon Industrial Estate Weston-super-Mare,BS24 9AX,51.3277765366,-2.95983710274,Wessex,Air,Nickel,10,,Metals,Surface treatment,2017
Praxair Surface Technologies Limited,Praxair Surface Technologies Oldmixon Crescent Oldmixon Industrial Estate Weston-super-Mare,BS24 9AX,51.3277765366,-2.95983710274,Wessex,Air,Chlorine and inorganic chlorine compounds - as HCl,10000,,Metals,Surface treatment,2017
Praxair Surface Technologies Limited,Praxair Surface Technologies Oldmixon Crescent Oldmixon Industrial Estate Weston-super-Mare,BS24 9AX,51.3277765366,-2.95983710274,Wessex,Wastewater,Chlorides - as Cl,2000000,,Metals,Surface treatment,2017
Wessex Water,WESTON SUPER MARE STW,BS24 0AP,51.3070251519,-2.9898184084,Wessex,Controlled Waters,Tributyltin and compounds - as TBT,0,0.00803,Water Industry,Water Industry,2016
Wessex Water,WESTON SUPER MARE STW,BS24 0AP,51.3070251519,-2.9898184084,Wessex,Controlled Waters,Diuron,0,1.12,Water Industry,Water Industry,2016
Viridor Waste Exeter Limited,Yanley Landfill Bridgewater Road Bristol,BS13 8AF,51.4236497729,-2.64140004536,Wessex,Air,Hydrochlorofluorocarbons (HCFCs),1,1.34,Landfill,Non Hazardous Landfill,2016
Wessex Water,BRISTOL (AVONMOUTH) STW,BS11 9AA,51.5115793978,-2.67505868199,Wessex,Controlled Waters,Benzo(k)fluoranthene,1,1.4,Water Industry,Water Industry,2016
